MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367004570,2024-01-01T00:00:00,29.91555,-89.92112,0.9,43.3,511,WAR ADMIRAL,,WDH7806,31,0,17,7,2.5,31,A
367798430,2024-01-01T00:00:01,40.73434,-73.96681,21.9,171,172,STARLIGHT,,WDJ6505,60,0,26,8,2,60,A
368067520,2024-01-01T00:00:09,28.69659,-89.39599,0,286.3,351,SP 89E,,WRCQ766,3,15,46,41,0,3,A
538071937,2024-01-01T00:00:06,25.77308,-80.14298,0,315.4,327,DEFIANT,IMO1011290,V7A6240,0,5,42,9,2,0,A
248621000,2024-01-01T00:00:04,17.18436,-67.02747,9.8,83.6,84,MISSISSIPPI  STAR,IMO9527623,9HA2441,89,0,129,24,7.1,89,A
316050825,2024-01-01T00:00:01,44.1735,-76.50243,0,360,511,SIMCOE ISLANDER II,,FISI2,99,15,0,0,0,99,A
367517630,2024-01-01T00:00:36,29.77516,-95.07836,0,141.3,282,CANVASBACK,,WDG2633,30,5,122,18,2.9,57,A
368024740,2024-01-01T00:00:08,33.74724,-118.21567,0,44,100,PILOT BOAT ORION,,WDJ9306,50,0,19,6,0,50,A
367595180,2024-01-01T00:00:06,30.19463,-93.29137,7.6,53.1,55,BOBBY GOLDING,,WDH2183,52,5,26,10,3,57,A
367093970,2024-01-01T00:00:09,38.50849,-76.22251,0,307,511,CAPT STEVE,,WYB7050,52,15,17,7,2.2,52,A
636016407,2024-01-01T00:00:04,48.16249,-125.48239,12.6,229,224,SEAWAYS HERCULES,IMO9328285,D5GA5,80,0,184,32,10.8,80,A
366816020,2024-01-01T00:00:05,27.83385,-97.50098,6.1,126.6,511,SCOTT R WILSON,IMO8635667,WDA5062,31,12,115,34,2.9,52,A
367431620,2024-01-01T00:00:03,41.10692,-73.05079,9.5,51.6,50,MOUNT ST ELIAS,IMO8749884,WDI8452,31,12,125,24,4.3,57,A
367313530,2024-01-01T00:00:00,29.71972,-91.70124,0,291.8,511,PADDY ANN,IMO120176400,WDN2659,31,15,15,6,0,90,A
367515090,2024-01-01T00:00:07,39.21164,-76.58141,0,329.7,511,GEORGETOWN,,WDG2383,31,0,21,7,2.2,31,A
367706270,2024-01-01T00:00:09,31.35925,-81.10839,9.1,192.9,511,KATAN,IMO8852710,WDM7615,52,0,29,9,4,52,A
367008750,2024-01-01T00:00:00,30.09842,-93.32667,6.9,170.1,171,M L CROCHET,IMO101044982,WCW9456,52,0,20,8,2.7,57,A
366996490,2024-01-01T00:00:05,30.19658,-91.12155,0,221.8,234,GABRIELLE ELIZABETH,,WDC2694,52,0,22,8,3,52,A
246452000,2024-01-01T00:00:04,24.77977,-80.47618,16.5,228.1,228,SPAARNEGRACHT,IMO9202558,PDBO,70,0,168,25,8.2,70,A
367507790,2024-01-01T00:00:01,29.14223,-90.20454,0,75.1,248,HARVEY SUPPORTER,IMO9581227,WDF9689,70,0,89,20,4,70,A
367576750,2024-01-01T00:00:07,29.74996,-95.10494,0,59.8,319,RED RIVER,,WDG8366,31,12,115,34,3.1,57,A
367646390,2024-01-01T00:00:06,29.84899,-90.02492,0,248.3,511,ANDREW C,,WDH7256,31,0,19,7,2.5,90,A
368290350,2024-01-01T00:00:00,29.14332,-90.21261,0,183,159,C-ENFORCER,IMO9219484,WDN5471,39,0,73,17,4.5,39,A
367077850,2024-01-01T00:00:05,28.94636,-89.40184,0,280.1,511,SMITH HUNTER,IMO0000373,WDC7849,31,0,21,8,3,99,A
477765800,2024-01-01T00:00:03,40.56579,-74.03145,14.2,169.5,168,COSCO AUCKLAND,IMO9484261,VRKF8,71,0,261,32,10.3,71,A
366990040,2024-01-01T00:00:01,29.3503,-89.50932,0,60.5,302,KACIE LUHR,,WDC2252,31,0,26,12,2.8,31,A
316042365,2024-01-01T00:00:07,49.31071,-123.0845,0,34.6,33,BURRARD CHINOOK,IMO9834959,CFA3218,69,0,34,12,0,69,A
368158760,2024-01-01T00:00:00,30.72762,-91.35479,10.1,157.3,511,REDDING C,,WDL7279,99,0,20,8,3.1,99,A
367492920,2024-01-01T00:00:04,33.73504,-118.27105,0,9.2,511,WYATT M,IMO8978710,WDF8246,90,15,31,8,0,0,A
366969980,2024-01-01T00:00:04,37.80301,-122.38852,8.5,165,163,MARIN,,WZC8518,40,15,47,10,0,40,A
366992110,2024-01-01T00:00:03,33.78496,-78.55724,4,205.9,210,BIG M CASINO,,WDC2379,60,0,52,12,0,60,A
367728730,2024-01-01T00:00:05,30.18426,-93.30984,0,355.4,231,CONCHO,,WDI7438,31,12,89,12,2.9,52,A
368142610,2024-01-01T00:00:03,29.99565,-93.91259,0,300.2,511,SIMON MATTHEW,IMO0000051,WDL5605,31,12,92,16,2.2,57,A
367766740,2024-01-01T00:00:06,30.0306,-90.69247,0,312.6,511,SHAWN WILLIAMS,IMO1268557,WDJ3307,31,0,20,9,3,31,A
367702360,2024-01-01T00:00:08,31.15518,-91.60043,5.3,38.8,27,RON W CALLEGAN,,WDI4821,31,12,487,55,3.4,57,A
367566160,2024-01-01T00:00:07,29.82479,-92.65145,0.1,339.2,511,SEATIGER,,WDG7325,52,0,17,7,4,52,A
316023959,2024-01-01T00:00:09,42.09879,-83.11334,0,78.2,511,PRIDE,,CFN6705,52,0,20,10,2.4,52,A
316001252,2024-01-01T00:00:05,48.68902,-123.40947,0,72.5,244,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60,0,96,21,3.7,60,A
367606280,2024-01-01T00:00:02,29.79184,-92.14267,0,285.3,511,THERESE DANOS,IMO9097135,WDH3296,70,0,40,22,0,70,A
367653480,2024-01-01T00:00:04,29.52962,-89.71192,0,71.6,511,JUNIOR G,,WDH7979,52,0,16,6,2,52,A
367472930,2024-01-01T00:00:06,36.93817,-76.33831,7.1,8.7,511,ISLAND LOOKOUT,,WDN4427,31,0,22,5,2.9,31,A
368278830,2024-01-01T00:00:01,45.446,-124.68435,6.5,183.6,179,MONTLAKE,IMO9032783,WDN4196,52,0,148,22,5.3,52,A
367444740,2024-01-01T00:00:07,27.86493,-97.16443,0,52.5,511,RISEN SAVIOUR,IMO101191228,WDF3849,31,12,101,22,3.2,57,A
368504000,2024-01-01T00:00:00,28.88277,-83.19863,5.6,94.9,92,CAPTAIN DANN,IMO7367251,WBH6425,31,0,120,18,6.3,57,A
368023770,2024-01-01T00:00:07,38.57479,-76.07112,0,230.8,59,AMERICN CONSTITUTION,IMO9901518,WDJ9210,60,5,85,17,3,60,A
367458640,2024-01-01T00:00:05,29.98058,-81.64704,0,34.5,511,RIO BRAVO,IMO8333207,WDL7896,32,0,31,10,5.5,32,A
367760730,2024-01-01T00:00:03,33.93361,-77.9852,17.1,225.2,511,SEA SUB,,WDJ2686,69,0,22,5,1.8,69,A
368119120,2024-01-01T00:00:03,29.89312,-89.90638,6.2,166.1,160,SCF MARINE HIGHWAY,,WDL3185,57,12,212,33,3.1,57,A
367744140,2024-01-01T00:00:05,29.96085,-90.23571,0.9,108.3,511,ROBIN R,,WDI8986,52,0,18,7,2.6,52,A
367161570,2024-01-01T00:00:02,33.35008,-118.31413,5.9,150.6,511,ISLAND EXPLORER 3,,WDL7058,60,0,23,7,3,6,A
367652650,2024-01-01T00:00:04,33.39768,-118.31364,17.3,16.4,511,TWO HARBORS,,WDH7890,60,0,24,6,0,60,A
338025000,2024-01-01T00:00:01,28.93254,-95.32457,0,21.1,85,G L 54,,WDH5375,33,3,69,18,2,33,A
367424420,2024-01-01T00:00:00,29.74837,-95.11022,0,39.2,511,HADEN II,IMO9215335,WDF2064,52,0,30,12,5,52,A
367534880,2024-01-01T00:00:03,29.94535,-90.37443,0.1,321.7,511,LOUISIANA HERITAGE,,WDG4280,52,0,20,10,2.9,52,A
368284000,2024-01-01T00:00:02,28.69334,-89.37532,0.6,105.1,290,LANEY CHOUEST,IMO9271690,WDN5472,30,3,105,22,7,20,A
366999450,2024-01-01T00:00:02,30.40072,-88.25749,0,23,511,LAWSON,,AECY,31,12,32,12,2.5,31,A
368182130,2024-01-01T00:00:01,29.75758,-95.09365,0,296.2,298,GRAND CHENIER,,WDL9772,52,12,205,10,2.7,57,A
367779120,2024-01-01T00:00:07,38.76255,-90.13765,3.9,211.7,209,ANGELA K,,WDK7046,31,12,357,55,3,57,A
368217380,2024-01-01T00:00:07,29.96878,-93.8599,0,283.3,511,MFS SHIFTER,,WDM5593,31,15,17,8,0,31,A
367407750,2024-01-01T00:00:08,27.86421,-97.04798,0,357.5,20,GENIE,,WDF8288,31,12,124,34,3.1,57,A
368169220,2024-01-01T00:00:08,29.87979,-90.07323,0,221.9,511,MORGAN RAY,,WDL8405,52,12,22,8,2.5,52,A
368244040,2024-01-01T00:00:04,40.6702,-74.08326,0,106.7,198,EVERLY MIST,,WDM8520,52,12,35,11,0,52,A
352002706,2024-01-01T00:00:01,36.40532,-122.6861,12.5,150.6,152,CL KIZUNA,IMO9789049,3E5019,70,0,180,30,7,70,A
367702520,2024-01-01T00:00:08,29.06246,-95.67184,0,295.9,345,SAFETY RUNNER,,WDI4835,31,0,21,9,3,31,A
316005772,2024-01-01T00:00:13,49.12394,-123.18802,0,207.9,511,DENMAN ISLE,,VY5356,30,15,21,6,3.1,30,A
367164240,2024-01-01T00:00:06,29.96663,-93.85849,0,219.4,511,ELEANOR F MORAN,IMO9415753,WDD5824,52,0,28,10,4.2,52,A
538005608,2024-01-01T00:00:00,29.23282,-94.50109,7.8,308.9,308,STI PONTIAC,IMO9704465,V7FK4,80,0,182,32,10.9,80,A
368148180,2024-01-01T00:00:03,29.78455,-95.09614,0.1,285.9,343,KAMI RENEE,,WDL6178,52,12,22,10,3.3,57,A
367530760,2024-01-01T00:00:03,34.7213,-90.56839,4.8,4.8,2,JACKY L O'NEAL,,WDG3892,31,0,483,54,3,57,A
366963860,2024-01-01T00:00:03,29.79372,-90.01451,1.5,205.4,511,OKALOOSA,IMO8992596,WDB8768,52,0,20,8,3.3,52,A
367033750,2024-01-01T00:00:02,29.81747,-93.98077,0,263.8,511,BAD DOG,,WDC4975,31,0,13,4,0,31,A
367106750,2024-01-01T00:00:03,29.77166,-95.10204,0,312.4,276,BOYD GOLDING,,WDC9793,52,12,25,12,3,57,A
316021279,2024-01-01T00:00:03,48.4324,-123.4273,0,0,140,CFAV GLENDALE,,CGQD,31,15,30,10,0,31,A
367702550,2024-01-01T00:00:03,29.94348,-90.13977,9.6,175.8,178,SAFETY TEAM,,WDI4838,52,12,21,8,0,52,A
367688770,2024-01-01T00:00:03,27.82256,-97.43016,0,8.2,511,CAPT ROBERT J BANTA,,WDI3481,31,0,26,9,2.6,57,A
366884240,2024-01-01T00:00:04,27.93342,-82.43381,0,18.8,511,ENDEAVOR,IMO9237905,WDB3177,52,15,28,16,5.1,52,A
316027734,2024-01-01T00:00:04,49.19286,-122.92076,0,0,511,VFPA5,,CFK5370,53,0,13,3,1.8,53,A
368273170,2024-01-01T00:00:03,30.0719,-90.90601,0,321.5,138,MELANIE HART,,WDN3599,31,12,46,16,2.8,22,A
367736640,2024-01-01T00:00:02,30.07737,-94.07061,0,187.4,262,PORT EADS,,WDI8245,31,0,113,18,2.9,57,A
316001637,2024-01-01T00:00:01,42.69137,-80.09048,10.9,332.1,331,CSL LAURENTIEN,IMO7423108,VCJW,79,0,225,24,8.1,79,A
367477690,2024-01-01T00:00:03,34.72004,-76.69474,0,187,511,FORT MACON,IMO5238779,WDF6773,52,0,28,7,3,52,A
367602890,2024-01-01T00:00:06,28.5367,-88.88581,10.2,284.9,281,GRAND ISLE,IMO9703746,WDH2957,70,0,95,20,5,70,A
366877090,2024-01-01T00:00:04,30.35239,-88.51011,0,262.9,511,SIMPLE MAN,IMO8036512,WDB2544,30,0,22,7,0,33,A
368077920,2024-01-01T00:00:03,37.33592,-77.26134,0.1,128,286,RANGER,IMO159000000,WDK6772,52,0,22,10,2.2,52,A
368014250,2024-01-01T00:00:02,30.03536,-90.69593,0,299.9,511,MARY MORAN,IMO7716971,WDJ8216,52,0,26,6,4.9,52,A
367427270,2024-01-01T00:00:01,29.80745,-92.06598,5.2,67,69,MISS KELLY,,WDF2315,31,12,27,11,3.1,31,A
368071290,2024-01-01T00:00:00,40.70945,-73.98486,0.1,360,511,EMERALD PRINCESS,,WDK6110,60,0,28,8,0,60,A
367080090,2024-01-01T00:00:06,27.81024,-97.33966,7.1,86.6,511,SEA HOG,,WDC7997,52,5,18,8,3,52,A
369131000,2024-01-01T00:00:06,40.64278,-74.11727,0,360,154,FORT MCHENRY,IMO9804681,WDI9336,31,0,28,10,0,31,A
316004787,2024-01-01T00:00:08,49.08565,-123.11034,0,360,511,PACIFIC DISCOVERY,IMO9456202,,30,0,19,7,0,30,A
367683810,2024-01-01T00:00:06,29.29098,-91.45519,17,220,511,ANITA D,,WDI2987,60,15,20,5,1.5,60,A
367720970,2024-01-01T00:00:04,29.40855,-94.73943,0,6.8,227,LAWRENCE CAMPBELL,,WDI6665,31,12,27,9,3.1,31,A
366863870,2024-01-01T00:00:05,41.08714,-72.35863,0,153.8,511,MASHOMACK,,WDA9320,69,0,40,14,2,69,A
367153070,2024-01-01T00:00:03,40.26499,-124.96061,9.6,159.6,161,MIKIONA,IMO9415583,WDD5057,31,0,37,12,4.9,31,A
366963050,2024-01-01T00:00:03,38.72089,-90.16728,0,224.2,30,DALE A HELLER,IMO100624201,WDL2017,31,12,348,34,2.9,57,A
563549000,2024-01-01T00:00:03,39.82836,-75.37215,12.7,230.2,228,MAJESTIC,IMO9694438,9V3401,70,0,189,30,9.2,70,A
360000000,2024-01-01T00:00:02,38.53997,-90.25006,0,94.2,511,INGRAM DUPO,,0,90,15,52,14,2,99,A
367081140,2024-01-01T00:00:01,29.91277,-89.91862,0,332.6,511,GALLANT FOX,,WDI6731,31,15,67,26,2.9,0,A
319210900,2024-01-01T00:00:00,25.31066,-80.2782,0,227.3,264,JETSTREAM,IMO966378000,ZGDL4,30,5,40,8,2.2,0,A
367084930,2024-01-01T00:00:06,41.5404,-81.75118,10.1,297.3,296,SAMUEL DE CHAMPLAIN,IMO7433799,WDC8307,52,0,45,22,5.5,52,A
366953940,2024-01-01T00:00:06,43.48955,-70.18954,9.2,222.5,511,STARLIGHT,IMO7731256,WDB8157,30,0,30,8,0,30,A
368481000,2024-01-01T00:00:05,29.74494,-93.86957,0,192.2,268,SP AMBER,IMO9423138,WDE2808,31,0,32,14,8,50,A
368209880,2024-01-01T00:00:02,29.77639,-93.34755,0,48,245,MORGAN,IMO9915739,WDM4799,52,0,30,12,6,52,A
338137000,2024-01-01T00:00:06,47.62796,-122.38223,0,191,182,ARICA,IMO7319046,WAH2154,30,0,57,14,4,30,A
368062640,2024-01-01T00:00:07,29.23762,-95.21662,0,342.3,333,POINT COMFORT,,WDK5200,57,12,116,18,2.8,57,A
367728680,2024-01-01T00:00:03,30.52322,-91.26772,7.9,245.3,236,MARK SHELL,IMO1224501,WDI7434,31,12,212,34,2.9,57,A
367556730,2024-01-01T00:00:03,30.42722,-89.05478,0,346.1,18,HARVEY COLT,IMO9678197,WDH2182,79,0,61,14,9,79,A
367647050,2024-01-01T00:00:01,30.1589,-90.99663,0,52.8,511,USS CAIRO,,WDH7325,31,0,21,10,2.6,31,A
303475000,2024-01-01T00:00:02,29.34859,-90.72955,0,296.7,511,MISS MARIA,,WDL7294,37,0,50,10,2,37,A
367733230,2024-01-01T00:00:07,38.40056,-82.55999,0,360,511,EDITH,IMO100637903,WDI7890,52,9,16,7,2.3,52,A
339274000,2024-01-01T00:00:00,26.00202,-80.12224,0.1,324.8,511,WOLFPACK,,6YVM9,37,0,30,8,2.2,37,A
367761630,2024-01-01T00:00:03,29.3095,-94.81937,0.2,360,511,IWO JIMA,,WDJ2778,99,0,8,3,0,99,A
367747610,2024-01-01T00:00:02,29.94145,-89.99906,5.2,92.9,511,BRANDON G,,WDI9334,60,0,16,6,0,50,A
367164250,2024-01-01T00:00:00,42.34212,-71.02945,0,78.1,176,FREEDOM,IMO9290622,WDD5825,52,0,28,10,4.3,52,A
338295000,2024-01-01T00:00:01,40.94423,-71.88339,8.5,68,68,CAPE CANAVERAL,IMO9877602,WDK7640,70,12,147,24,5.3,52,A
367547030,2024-01-01T00:00:05,29.77814,-95.07723,0,336.7,291,CAPT BILL IKNER,,WDG5472,31,12,115,34,2.8,57,A
367368480,2024-01-01T00:00:08,32.08193,-81.06546,0.1,190.8,260,FLORIDA,,WDE5561,52,0,30,8,4.1,52,A
368158770,2024-01-01T00:00:08,29.67183,-91.13486,0,287.3,52,RIVERS C,,WDL7280,97,0,22,9,2.9,97,A
366918650,2024-01-01T00:00:06,32.08197,-81.06457,0.1,183.1,511,POINT CLEAR,IMO8972948,WDB6128,52,0,34,10,4,52,A
367463060,2024-01-01T00:00:00,47.33187,-122.50787,0,25.3,25,WSF CHETZEMOKA,IMO9347669,WDF5502,60,0,83,20,0,60,A
368335990,2024-01-01T00:00:00,35.40796,-75.28106,20.8,8.3,7,WINDEA INTREPID,,WDP2408,40,0,30,10,0,40,A
368274280,2024-01-01T00:00:05,29.97489,-91.26513,4.6,168.4,511,AL CENAC,,WDN3711,31,12,26,11,2.8,31,A
367593210,2024-01-01T00:00:05,36.89694,-76.33609,9.5,353.2,511,SOUTHERN STAR,IMO8987319,WDG9984,52,15,26,8,3,52,A
366727190,2024-01-01T00:00:05,40.66968,-74.01705,0,106,357,JILL REINAUER,IMO7042813,WCW9655,52,0,30,8,4.5,52,A
367651810,2024-01-01T00:00:01,29.73339,-95.13477,0,302.4,279,KATE GOLDING,,WDH7802,31,0,114,34,2.8,57,A
303308000,2024-01-01T00:00:03,47.65947,-122.38091,0,200.3,511,AUTUMN DAWN,IMO8882234,WDB8349,30,0,43,10,10,0,A
367380940,2024-01-01T00:00:00,33.9711,-118.44958,0.1,315.5,511,YEAH BAYBEE!,,WDH3042,37,0,20,6,2,37,A
367375270,2024-01-01T00:00:07,47.66678,-122.39346,0,360,511,POLAR WIND,IMO9056258,WDE6058,52,0,27,10,4,52,A
338249327,2024-01-01T00:00:05,40.91112,-72.65151,0,360,511,CATHERINE E,IMO0000000,,37,15,10,4,0,37,A
366966210,2024-01-01T00:00:00,37.28684,-76.15901,7.6,189.8,189,MCALLISTER SISTERS,IMO7638480,WAE7159,31,0,30,12,4.8,31,A
367641460,2024-01-01T00:00:02,41.64157,-70.92131,0,354,511,REALIST,IMO8841814,WDH6772,31,0,26,8,3.5,31,A
368177790,2024-01-01T00:00:02,18.46279,-66.113,0,335.9,75,HORNBLOWERSIMPLICITY,,WDL9302,65,0,21,7,6.4,65,A
367592640,2024-01-01T00:00:05,29.83857,-90.04105,0,107.6,511,CAPT CJ,,WDG9929,31,0,21,7,2.8,31,A
367113620,2024-01-01T00:00:08,33.76039,-118.19236,5.4,227.3,511,SPIRIT,,WDD2309,69,0,30,6,0,69,A
368214170,2024-01-01T00:00:08,27.84403,-97.5235,0,7.8,268,BUD GOLDING,,WDM5261,57,12,207,18,3.4,52,A
367666930,2024-01-01T00:00:06,40.92118,-73.16539,0,0,511,S-251SMITHTOWNDPS,,WDH9329,55,0,9,3,1,55,A
366972950,2024-01-01T00:00:02,28.93765,-95.33784,3.8,248.5,253,FRANCES M DEVALL,,WQZ6719,31,0,19,7,0.5,31,A
368082340,2024-01-01T00:00:02,35.20828,-75.70291,0,264,138,RODANTHE,IMO9841112,WDK7223,65,0,53,18,4,65,A
367062810,2024-01-01T00:00:01,35.87101,-75.75439,0,360,511,OCRACOKE,,WAP3947,60,0,43,14,0,60,A
367169000,2024-01-01T00:00:02,30.20851,-91.04974,0,188,282,ZEPHYR,,WDM6615,57,12,382,29,3.3,57,A
368219430,2024-01-01T00:00:08,25.74208,-80.17886,0,180.9,191,GENESIS,IMO9060156,WDM5806,37,0,18,5,0,37,A
316042022,2024-01-01T00:00:08,49.31204,-123.10688,0,255.5,187,SEASPAN RAPTOR,IMO9766994,,52,0,24,11,5.3,52,A
352001438,2024-01-01T00:00:13,37.20325,-76.11756,0,354.1,350,LIGNUM GRID,IMO9897975,3E2671,70,1,180,32,7.5,70,A
367047170,2024-01-01T00:00:05,45.64741,-122.73944,0,348.7,288,MAVERICK,,WDC5837,52,0,26,8,3.2,52,A
367535270,2024-01-01T00:00:05,27.85258,-97.06696,0,334.4,511,LADY JUNE,,WDG4316,31,12,23,10,2.8,31,A
367513190,2024-01-01T00:00:01,46.09065,-122.93206,0,5,105,PORTLAND,IMO8118035,WDG2201,52,0,27,10,3.8,52,A
316018772,2024-01-01T00:00:34,49.19788,-122.94512,0,352.9,511,SCEPTRE COLUMBIA,,,33,3,73,18,0.3,33,A
368124590,2024-01-01T00:00:07,29.6141,-95.01853,0,229.1,86,CECIL M,IMO9901855,WDL3746,52,0,30,13,6.2,52,A
367092740,2024-01-01T00:00:05,27.86494,-97.16465,0,360,511,MR DEAN,IMO8644383,WDC8768,31,8,32,9,3,31,A
367129820,2024-01-01T00:00:05,30.20822,-90.49149,0,360,511,JACKIE,,WDC2913,31,15,19,7,2.3,22,A
368240920,2024-01-01T00:00:04,17.52756,-67.06129,6.8,143,140,HOS MAVERICK,IMO9385257,WDM8176,79,0,85,18,3.9,79,A
368090850,2024-01-01T00:00:02,29.42521,-94.71861,0,196.8,225,LOUISE NEWELL,,WDK8102,31,12,22,9,3,31,A
366834350,2024-01-01T00:00:02,29.77415,-95.10067,0.3,46,327,SAN JOAQUIN,,WDA6619,31,12,73,12,3.4,52,A
368211990,2024-01-01T00:00:00,40.69963,-74.15191,0,308.8,359,J ARNOLD WITTE,,WDM5041,52,0,23,8,3,52,A
368182290,2024-01-01T00:00:01,18.33495,-64.92149,0,293.4,310,LADY LORRIANE,,WDL9795,37,0,30,8,2,37,A
636021579,2024-01-01T00:00:08,31.73702,-79.86054,12.4,53.2,55,BUNUN TREASURE,IMO9894715,5LEQ7,70,0,180,30,9.6,70,A
367311510,2024-01-01T00:00:06,30.049,-90.56917,0.1,182,269,ST THERESE,,WDD9442,52,0,22,9,2.8,52,A
368279270,2024-01-01T00:00:07,30.73864,-88.0419,4.9,198.1,195,JULEANN TORRENCE,,WDN4244,57,0,148,23,2.7,57,A
316004950,2024-01-01T00:00:03,46.91816,-84.9454,13.3,157.9,155,SAGINAW,IMO5173876,VF2560,70,0,193,22,5.5,70,A
368238290,2024-01-01T00:00:01,29.45325,-89.61618,5.3,286.1,511,A.B. CENAC,,WDM7894,52,15,15,7,0,52,A
367013240,2024-01-01T00:00:00,29.94758,-90.16798,0,119.4,511,CONNIE Z,IMO0000198,WDF2944,52,0,17,8,9,52,A
371860000,2024-01-01T00:00:07,32.65425,-79.66697,9.8,121.3,122,MSC LORENA,IMO9320403,3EBO9,72,0,275,32,10.4,72,A
367049010,2024-01-01T00:00:06,29.87845,-89.89944,0,160.9,511,MISS TERRY,,WAO2809,30,15,13,5,0,30,A
367416420,2024-01-01T00:00:07,21.31012,-157.86888,0,326.2,511,FREEDOM,IMO8666501,WDE9353,52,0,28,11,3.6,52,A
339094000,2024-01-01T00:00:01,25.3119,-80.28096,0,331.9,89,ELYSIAN,,6YWA5,37,0,40,8,2,37,A
368063440,2024-01-01T00:00:01,37.77723,-122.3007,4.4,87.2,90,CARINA,,WDK5289,60,0,42,12,2.5,60,A
369305000,2024-01-01T00:00:07,40.26479,-73.97586,0.1,52.5,311,MAGDALEN,IMO9652210,WDJ7547,33,3,109,24,7.8,33,A
367037240,2024-01-01T00:00:11,46.16814,-123.91428,0,0,511,IRON LADY,IMO8120258,WTK5059,30,3,21,6,0.2,30,A
367584550,2024-01-01T00:00:13,30.20853,-90.49165,0,82.2,8,MR LEON,IMO0640586,WDG9122,31,5,14,8,2.7,57,A
538004371,2024-01-01T00:00:06,41.33926,-69.3961,11.8,152.6,151,ELANDRA BALTIC,IMO9482562,V7WR2,80,0,183,32,8.7,80,A
316014160,2024-01-01T00:00:07,44.76914,-82.82253,12.7,161.1,159,MANITOULIN,IMO8810918,XJBX,70,0,203,24,7,70,A
338570000,2024-01-01T00:00:00,32.63659,-117.23232,9.2,209.6,213,BAYPORT,IMO8993784,WCZ4240,33,0,98,17,6.5,33,A
538010185,2024-01-01T00:00:05,29.98271,-90.3964,0,70.7,332,SFL OTTAWA,IMO9593012,V7A5726,80,5,274,48,9.3,80,A
368331910,2024-01-01T00:00:07,40.64123,-74.16394,0,228.6,284,GRACE MCALLISTER,IMO1339569,WDN9965,52,0,28,12,0,52,A
366972280,2024-01-01T00:00:07,29.73769,-95.15658,0,39.1,511,JOEY DEVALL,,WYB7063,31,0,18,7,2,31,A
367661220,2024-01-01T00:00:00,40.50405,-80.11299,0,358.9,110,VULCAN,,WDH8763,31,0,31,8,3,57,A
367639270,2024-01-01T00:00:05,29.99013,-90.80499,6,46,51,DENNIS FROMENTHAL,,WDH6560,31,12,88,54,3.4,57,A
338215000,2024-01-01T00:00:02,30.0158,-88.72136,0.1,161.2,160,HARVEY GLADIATOR,IMO9752515,WDH6366,70,0,61,14,3.1,70,A
367613790,2024-01-01T00:00:00,30.15014,-89.53748,7,263.2,258,JOHN DEMPSEY,,WDH4061,31,12,211,18,3,57,A
563005200,2024-01-01T00:00:08,19.5314,-66.69375,12.7,86,88,EPIC SAMOS,IMO9733557,9V2722,80,0,120,21,5.5,80,A
316001257,2024-01-01T00:00:08,49.34954,-123.32838,20.2,211.5,212,QUEEN OF OAK BAY,IMO7902283,VG8234,60,0,139,28,5.4,60,A
366985310,2024-01-01T00:00:00,37.85631,-122.47769,0,267.1,278,BAY MONARCH,,WCZ9381,60,0,39,12,2.4,60,A
366996190,2024-01-01T00:00:05,32.69022,-80.22372,0,119.4,341,ISLAND FOX,,WDK5842,52,0,17,7,2.5,52,A
368151830,2024-01-01T00:00:05,47.61658,-122.51168,0,62.6,511,MORE COWBELL,IMO0000000,WDL6550,37,,13,4,,,B
368141480,2024-01-01T00:00:04,47.65876,-122.37911,0,214.6,511,FOXY LADY,IMO8964563,WDL5479,30,0,39,10,3,30,A
367674860,2024-01-01T00:00:05,39.37336,-74.42028,0,198.4,511,MISS TAYLOR,IMO0000000,WDI2113,30,,15,8,,,B
367029470,2024-01-01T00:00:04,42.34313,-71.02303,7.4,91.1,92,BOSTON PILOT CHELSEA,,WDC4722,50,0,15,4,0,50,A
338387252,2024-01-01T00:00:03,33.98271,-118.45119,0,360,511,QUACKERS,,,99,15,0,0,0,99,A
327801007,2024-01-01T00:00:05,17.68354,-64.74062,10.4,335.6,335,SVITZER CATUAN,IMO9788253,HIAA34,52,0,24,11,5.8,52,A
368219290,2024-01-01T00:00:01,29.37606,-94.87119,0,305.3,105,DEFENDER,IMO1319784,WDM5794,31,12,26,6,2.8,31,A
367666110,2024-01-01T00:00:06,29.76629,-91.71423,5.9,288.1,511,JAX,,WDH9245,31,0,12,8,5.7,31,A
366997610,2024-01-01T00:00:08,29.56966,-90.71694,0,270.7,511,SHIFTER II,,WDH8268,31,0,15,5,2.4,31,A
367015930,2024-01-01T00:00:09,29.26563,-89.35339,0,57.7,511,MISS APRIL,,WDC3896,52,5,18,6,2,52,A
367477560,2024-01-01T00:00:10,29.98532,-90.40553,0,208.4,292,CAPT PIC NAQUIN,,WDF6760,31,0,225,42,3.2,57,A
367741140,2024-01-01T00:00:07,40.69518,-74.1441,0,327.1,258,ANDREA,IMO8966717,WDI8687,31,0,28,9,4,31,A
368064650,2024-01-01T00:00:08,33.72369,-118.27976,0,360,511,KIN SHIP,,WDK5421,37,15,26,6,0,37,A
367474680,2024-01-01T00:00:06,29.64549,-90.32289,5.6,87.7,511,PABST,IMO0000047,WDM5955,31,0,61,18,3.1,57,A
